X,Y,Z,SPEED,ANGLE_CAM,ANGLE_BEETLE,TIME,ACCELERATION,MAP_ANGLE
203.97,1.3191,-903.3378,95,27.278,11.2392,11.828070163726807,0.0,200.1282
203.117,1.539,-902.0257,85,30.8175,14.1425,11.874577760696411,0.0,198.8875
202.3196,1.9462,-900.6533,86,28.9319,13.0736,11.905583143234253,0.0,197.0809
201.5873,2.3948,-899.1495,91,26.0971,10.6935,11.953091382980347,0.0,195.2741
200.9211,2.8183,-897.6191,90,24.8354,10.0572,11.999600648880005,0.0,193.4668
200.3186,3.2059,-896.0246,92,22.7846,9.0401,12.030104398727417,0.0,191.6593
199.736,3.5412,-894.4136,93,22.8984,9.4685,12.076612949371338,0.0,190.413
199.1722,3.8235,-892.7949,93,22.9009,10.0375,12.108118772506714,0.0,189.1662
198.627,4.0528,-891.1689,93,23.2632,10.6174,12.153626680374146,0.0,187.9187
198.1003,4.229,-889.5361,93,23.2162,11.2055,12.184631824493408,0.0,186.6707
197.5921,4.352,-887.8962,93,23.8983,11.7968,12.231140851974487,0.0,185.4221
197.1022,4.4221,-886.2494,93,24.6388,12.3932,12.277647733688354,0.0,184.1729
196.6307,4.439,-884.5956,93,24.9142,12.9926,12.308653831481934,0.0,182.923
196.1773,4.4029,-882.9349,93,25.3285,13.5976,12.370664596557617,0.0,181.6725
195.7421,4.3141,-881.2674,93,24.8461,14.2049,12.386167526245117,0.0,180.4214
195.3251,4.1727,-879.5929,93,24.3836,14.8155,12.433175563812256,0.0,179.1697
195.7461,4.0996,-878.692,54,-14.5693,-22.9629,12.465181350708008,0.0,177.9173
195.8653,3.8608,-877.4677,67,4.9764,-1.8854,12.510688781738281,0.0,176.3206
195.9807,3.5621,-876.2201,68,5.2606,-0.0028,12.556697845458984,0.0,174.7222
196.1185,3.2104,-874.9759,68,4.2819,0.5562,12.588202714920044,0.0,173.1196
196.28,2.8061,-873.7369,68,3.1798,1.0611,12.620707988739014,0.0,171.5125
196.4649,2.3493,-872.5033,68,2.0854,1.5783,12.666216611862183,0.0,169.9011
196.6726,1.8398,-871.2761,67,0.9973,0.9974,12.712225914001465,0.0,169.3939
196.9002,1.2777,-870.0549,67,0.05,0.0501,12.758232593536377,0.0,169.3939
197.1353,1.0995,-868.8494,66,-0.4527,-0.4288,12.78923749923706,0.0,169.3939
197.3713,1.0907,-867.6541,66,-0.8165,-0.6988,12.836246967315674,0.0,169.5296
197.5856,1.1056,-866.4354,67,-0.3878,-0.0658,12.882754564285278,0.0,170.0921
197.7774,1.1072,-865.2155,67,-0.3637,0.1961,12.910260915756226,0.0,170.8686
197.9291,1.0692,-863.9866,67,-0.5936,0.1458,12.953266382217407,0.0,172.8165
198.0531,1.0275,-862.7209,69,-1.435,0.1896,12.999774932861328,0.0,174.2162
198.1528,1.0247,-861.4232,70,-2.5041,0.0236,13.047783374786377,0.0,175.5823
198.2244,0.9808,-860.0913,72,-3.1898,0.0008,13.080288648605347,0.0,176.9229
198.2677,0.9165,-858.7178,74,-4.0815,-0.0469,13.125296831130981,0.0,178.2418
198.2809,0.8139,-857.3097,76,-3.3853,-0.082,13.157302141189575,0.0,179.5425
198.2649,0.7255,-855.866,78,-2.6737,-0.1875,13.202810525894165,0.0,180.8251
198.2197,0.6971,-854.3909,80,-1.8964,-0.3395,13.237818479537964,0.0,182.0946
198.1431,0.6894,-852.8826,82,-0.9459,-0.4475,13.267821550369263,0.0,183.3525
198.0497,0.7818,-851.3549,83,-1.4103,-1.1035,13.312828779220581,0.0,184.6013
197.9193,0.8203,-849.7968,85,-1.4892,-1.055,13.346835136413574,0.0,185.8424
197.7279,0.8515,-848.1959,87,-1.5272,-0.2616,13.39384388923645,0.0,187.0772
197.5013,0.8853,-846.5674,89,-2.3006,-0.3827,13.438851594924927,0.0,188.3068
197.3017,0.9179,-845.0205,84,-4.1678,-2.1797,13.483360052108765,0.0,189.5314
197.0605,1.0148,-843.3668,90,-3.8962,-2.4553,13.514365196228027,0.0,190.7522
196.7499,1.0984,-841.6575,94,-2.4419,-1.6715,13.54537034034729,0.0,191.9698
196.4477,1.3112,-839.9468,94,-2.9872,-3.1656,13.593878507614136,0.0,193.1846
196.1245,1.545,-838.2314,94,-2.893,-3.7258,13.640387058258057,0.0,194.3973
195.638,1.6883,-836.4759,99,1.3698,-0.1199,13.65788984298706,0.0,195.608
195.1798,1.746,-834.7352,97,-0.6196,-2.0703,13.719901084899902,0.0,196.8176
194.6191,1.8063,-832.9993,99,1.3722,-0.1255,13.750905752182007,0.0,198.0271
194.0302,1.7229,-831.2701,99,0.6076,-0.4288,13.796913862228394,0.0,199.2367
193.3959,1.4961,-829.5566,99,1.1117,-0.1358,13.82841968536377,0.0,200.4461
192.7219,1.1987,-827.8494,99,1.032,-0.1098,13.874927997589111,0.0,201.6556
192.0065,1.073,-826.1451,100,1.6617,-0.0949,13.905432939529419,0.0,202.865
191.2914,0.9577,-824.4474,100,0.8296,-1.2305,13.952441453933716,0.0,204.0744
190.5138,0.8024,-822.7914,99,1.5581,-0.132,13.998449087142944,0.0,205.2838
189.7141,0.7408,-821.1426,99,0.9596,-0.6213,14.029955625534058,0.0,206.4933
188.9216,0.7244,-819.5092,98,-1.6563,-1.8186,14.091465473175049,0.0,207.7027
188.0605,0.8085,-817.9068,98,0.0864,-0.6588,14.122971296310425,0.0,208.9122
187.1909,0.9367,-816.3267,98,-1.5568,-1.2971,14.169480323791504,0.0,210.1217
186.2429,1.03,-814.7653,99,-0.7504,-0.0679,14.199985027313232,0.0,211.3311
185.2709,1.1169,-813.224,99,-1.3248,-0.3018,14.23149061203003,0.0,212.5407
184.2665,1.1259,-811.7004,99,-2.385,-0.3576,14.277998208999634,0.0,213.7502
183.2301,1.1645,-810.1983,99,-2.6457,-0.3561,14.309504270553589,0.0,214.9597
182.1748,1.0238,-808.7152,99,-3.7229,-0.733,14.370514154434204,0.0,216.1692
181.0656,0.9894,-807.2599,99,-3.2667,-0.0639,14.402019500732422,0.0,217.3787
180.0304,1.3862,-805.8514,95,-5.6086,-2.2765,14.433025360107422,0.0,218.5882
178.8604,1.3983,-804.444,99,-3.1315,-0.0604,14.465031147003174,0.0,219.7976
177.6619,1.3779,-803.0625,99,-3.013,-0.0644,14.51103949546814,0.0,221.0072
176.4462,1.3058,-801.6994,99,-2.7538,-0.4996,14.541044235229492,0.0,222.23
175.2141,1.1812,-800.3541,99,-2.743,-0.9684,14.588052749633789,0.0,223.4532
173.966,1.0041,-799.0265,99,-2.5262,-1.4448,14.619057893753052,0.0,224.6766
172.7023,0.7743,-797.7165,99,-2.3544,-1.9322,14.665565490722656,0.0,225.9003
171.4257,0.5828,-796.426,98,-2.0232,-1.9166,14.712074995040894,0.0,226.6078
170.1422,0.5286,-795.1429,98,-1.7963,-1.7631,14.74308180809021,0.0,226.774
168.8361,0.6439,-793.9178,97,0.0452,-0.0198,14.789087772369385,0.0,226.8498
167.5321,0.7388,-792.662,98,0.0921,-0.3375,14.836096286773682,0.0,226.4177
166.2421,0.8644,-791.3972,98,1.1376,0.2256,14.882103681564331,0.0,225.34
164.9918,0.9793,-790.0897,98,1.8162,-0.4142,14.925611972808838,0.0,224.1306
163.7811,1.2038,-788.7846,96,2.2346,-0.0684,14.951117038726807,0.0,222.9211
162.5831,1.4227,-787.4322,98,1.9935,-0.1776,15.00112509727478,0.0,221.7117
161.43,1.6869,-786.0466,98,0.6376,-0.1394,15.031130075454712,0.0,219.9085
160.3091,1.9794,-784.6501,97,-0.0873,-0.1807,15.080138444900513,0.0,218.9319
159.2022,2.3098,-783.2632,96,-0.0929,-0.1685,15.108643293380737,0.0,218.7643
158.1277,2.6491,-781.916,93,-0.176,-0.0856,15.15915298461914,0.0,218.6579
157.0284,3.0097,-780.5477,95,-0.4338,-0.1059,15.205661058425903,0.0,218.8849
155.9229,3.3704,-779.1958,95,-0.2631,-0.1103,15.233165264129639,0.0,219.3855
154.8177,3.7593,-777.8566,94,-0.3202,-0.1785,15.269171476364136,0.0,219.7106
153.7091,4.1844,-776.5393,93,-0.3971,-0.1867,15.313679456710815,0.0,220.2684
152.5847,4.6159,-775.2308,93,-0.6817,-0.0962,15.360687732696533,0.0,220.7679
151.4326,5.02,-773.9755,92,0.6643,-0.0267,15.389692783355713,0.0,222.5722
150.2437,5.4195,-772.7531,92,1.7649,-0.1722,15.423698902130127,0.0,224.3768
149.0163,5.7977,-771.5737,92,2.699,-0.0383,15.488209962844849,0.0,226.1816
147.7512,6.1471,-770.4287,92,3.5826,-0.1333,15.531217575073242,0.0,227.9866
146.51,6.4798,-769.2518,93,1.3748,-0.0679,15.561222314834595,0.0,226.5915
145.2882,6.7835,-768.0463,93,-0.3058,-0.0652,15.594228744506836,0.0,225.4491
144.0632,7.0402,-766.8531,93,-0.1314,-0.0691,15.626234292984009,0.0,225.8243
142.8404,7.259,-765.6608,92,-0.2841,-0.284,15.671242237091064,0.0,226.0058
141.6048,7.4187,-764.4645,93,-0.0802,-0.0802,15.70424771308899,0.0,226.0058
140.3688,7.5391,-763.2664,93,-0.1148,-0.1148,15.750755548477173,0.0,226.0058
139.1377,7.6456,-762.0677,93,0.315,-0.1174,15.796764135360718,0.0,225.8834
137.9279,7.688,-760.8418,93,1.0873,-0.0295,15.827269315719604,0.0,224.6512
136.7576,7.7298,-759.5786,93,3.1152,-0.0331,15.889780282974243,0.0,222.8451
135.628,7.6964,-758.2803,93,4.4254,-0.0118,15.921786069869995,0.0,221.0388
134.5399,7.6661,-756.9474,93,5.0431,-0.0088,15.952291011810303,0.0,219.2325
133.495,7.577,-755.5823,93,6.0533,0.0073,16.002300024032593,0.0,217.4261
132.4932,7.5017,-754.1845,93,5.777,0.0093,16.04480791091919,0.0,215.6197
131.5364,7.4165,-752.7577,93,5.0154,0.0315,16.07631254196167,0.0,213.8132
130.622,7.3369,-751.3027,93,4.0081,0.1399,16.106818675994873,0.0,212.0068
129.7461,7.2817,-749.8252,93,3.2459,0.4623,16.153326272964478,0.0,210.2004
128.9088,7.2791,-748.3491,92,2.3791,1.1684,16.184831619262695,0.0,208.394
128.0781,7.5593,-746.9393,89,3.4793,3.4446,16.23083996772766,0.0,207.0623
127.2356,7.7573,-745.473,92,2.7487,1.0142,16.262346267700195,0.0,208.8687
126.4016,7.86,-743.9821,92,1.1461,-4.4324,16.30885338783264,0.0,213.6543
125.5568,7.7243,-742.4982,92,0.6295,-8.7876,16.33985948562622,0.0,218.4416
124.7092,7.5948,-741.0141,93,-0.9319,-13.4951,16.401870012283325,0.0,223.2273
123.8601,7.4761,-739.53,93,-1.682,-18.2328,16.432875633239746,0.0,228.0063
122.998,7.767,-738.0612,92,-3.8436,-18.8774,16.47938561439514,0.0,229.2878
122.1285,8.0157,-736.6073,92,-6.3226,-19.6829,16.51188826560974,0.0,230.5644
121.2408,8.2119,-735.1605,92,-9.6207,-20.3093,16.55689787864685,0.0,231.841
120.3342,8.3551,-733.7203,92,-13.6707,-20.9282,16.603405237197876,0.0,233.1185
119.4087,8.4452,-732.287,92,-15.9292,-21.546,16.634410858154297,0.0,234.397
118.4641,8.4822,-730.8605,93,-18.0743,-22.164,16.681418418884277,0.0,235.6764
117.5001,8.4661,-729.441,93,-21.5538,-22.7782,16.727426528930664,0.0,236.9568
116.5168,8.3974,-728.0285,93,-23.1505,-23.3934,16.773935794830322,0.0,238.2383
115.5139,8.2761,-726.6232,93,-23.5517,-24.0064,16.804940700531006,0.0,239.5207
114.4912,8.1022,-725.2252,94,-23.2082,-24.6165,16.83594584465027,0.0,240.8042
113.4486,7.8757,-723.8347,94,-22.5816,-25.2256,16.866451501846313,0.0,242.0887
112.3858,7.5967,-722.4519,94,-21.5971,-25.8312,16.90895938873291,0.0,243.3743
111.3028,7.265,-721.0768,95,-19.3088,-26.4363,16.952966451644897,0.0,244.6609
110.1993,6.8808,-719.7098,95,-16.9089,-27.036,16.983972311019897,0.0,245.9486
109.0751,6.444,-718.3511,95,-13.5225,-27.6325,17.02997899055481,0.0,247.2374
107.93,5.9546,-717.0008,96,-10.1283,-28.2289,17.07848834991455,0.0,248.5273
106.7637,5.4126,-715.6592,96,-7.8954,-28.8192,17.10849356651306,0.0,249.8184
105.5762,4.818,-714.3266,97,-5.7889,-29.4045,17.15600275993347,0.0,251.1105
104.3671,4.1708,-713.0032,97,-4.4256,-29.9882,17.19000768661499,0.0,252.4039
102.959,4.2236,-711.9756,94,7.1896,-19.8191,17.220012426376343,0.0,253.6983
101.6012,3.9417,-710.9269,93,5.7294,-22.6744,17.266021251678467,0.0,254.994
100.1935,4.0669,-709.8732,95,6.5938,-26.3057,17.311028957366943,0.0,259.4896
98.957,4.6114,-708.9807,83,7.587,-29.9944,17.359537601470947,0.0,264.1715
97.6388,4.3409,-707.686,100,-1.0727,-41.0727,17.390045166015625,0.0,266.5901
96.3169,4.2082,-706.394,100,-0.96,-40.9361,17.42304801940918,0.0,266.5901
94.9931,4.0323,-705.116,100,-0.7998,-40.727,17.470056295394897,0.0,266.735
93.6662,3.8044,-703.8527,99,-0.6731,-40.563,17.516565084457397,0.0,266.9679
92.3369,3.5299,-702.6243,98,-0.2399,-40.0891,17.563574075698853,0.0,267.3508
91.0057,3.2104,-701.4313,97,0.2921,-39.5501,17.59257745742798,0.0,267.6844
89.6732,2.8473,-700.2734,96,0.7262,-39.1445,17.6390860080719,0.0,268.1538
88.4183,2.954,-699.2123,89,1.281,-38.6399,17.673092365264893,0.0,268.4236
87.203,3.1745,-698.2067,85,1.7914,-38.1754,17.702597618103027,0.0,268.5694
85.9679,3.4588,-697.127,89,0.2101,-39.7636,17.750606775283813,0.0,268.6027
84.7158,3.7742,-696.0887,88,1.5039,-38.3876,17.79661464691162,0.0,268.7222
83.4298,4.1436,-695.0881,88,3.1218,-36.8013,17.829119443893433,0.0,268.9144
82.1133,4.5137,-694.1168,89,4.4219,-35.5236,17.874627590179443,0.0,269.1049
80.7766,4.889,-693.1694,89,5.3076,-34.6058,17.921135902404785,0.0,269.2783
79.4049,5.2652,-692.2496,89,6.7423,-33.2405,17.952141284942627,0.0,269.3951
78.0199,5.6674,-691.3687,89,7.9709,-31.9271,17.998650074005127,0.0,269.4722
76.5891,6.0432,-690.5162,90,9.5993,-30.3859,18.03115463256836,0.0,269.5967
75.2104,6.4479,-689.8023,84,12.9713,-27.0027,18.060660362243652,0.0,269.6283
73.7809,6.9338,-689.0625,87,12.9098,-27.0716,18.10666823387146,0.0,269.7084
72.3441,7.376,-688.308,88,12.5179,-27.4535,18.15467643737793,0.0,269.7506
70.8822,7.7534,-687.5698,89,13.3425,-26.6394,18.18468165397644,0.0,269.847
69.4534,8.2819,-686.9493,84,16.6247,-23.3602,18.23119020462036,0.0,269.886
68.1517,8.9146,-686.2846,79,12.9602,-27.0183,18.264695167541504,0.0,269.9661
66.8229,9.546,-685.5925,81,12.2948,-27.6101,18.309204816818237,0.0,270.0984
65.5724,10.2916,-684.9587,76,12.2379,-27.3975,18.35521125793457,0.0,270.5198
64.1776,10.799,-684.2709,84,12.5101,-27.3228,18.386216640472412,0.0,271.073
62.7498,11.1937,-683.5519,87,11.5096,-28.2883,18.432724714279175,0.0,271.5617
61.3946,11.8058,-682.9312,81,12.8957,-26.8734,18.46323037147522,0.0,272.2635
59.9491,11.9732,-682.2056,88,9.9468,-29.7042,18.510738849639893,0.0,273.0472
58.5228,12.3425,-681.533,85,9.9897,-29.5202,18.5567467212677,0.0,274.2754
57.0809,12.656,-680.85,86,8.7645,-30.8917,18.602755308151245,0.0,275.5456
55.6342,12.976,-680.1729,86,8.1882,-31.5968,18.64926314353943,0.0,276.5127
54.1972,13.3285,-679.5332,85,8.6505,-30.9561,18.680768251419067,0.0,276.9606
52.8222,13.7814,-678.9342,81,8.7413,-31.0567,18.71177387237549,0.0,277.5173
51.4799,14.3342,-678.3672,79,8.5385,-31.1258,18.760287523269653,0.0,278.2264
50.0813,14.6081,-677.7548,83,7.1292,-32.542,18.78978729248047,0.0,278.8936
48.737,15.039,-677.1188,81,3.9972,-35.1718,18.83579659461975,0.0,279.8528
47.4738,15.6131,-676.4922,76,2.0987,-37.5187,18.866801261901855,0.0,281.1382
46.3475,16.373,-675.9357,68,1.2802,-38.4132,18.913309335708618,0.0,282.1181
45.1492,17.0871,-675.341,72,1.0584,-38.8948,18.94431471824646,0.0,282.4992
43.7939,17.4422,-674.6666,82,0.8968,-39.0794,18.987321853637695,0.0,282.6259
42.4773,17.9168,-674.0293,79,1.4788,-38.5211,19.03233027458191,0.0,282.6908
41.1334,18.2313,-673.4064,80,2.3731,-37.585,19.08233952522278,0.0,282.717
39.8162,18.5659,-672.8022,78,2.3836,-37.5018,19.111344814300537,0.0,282.8627
38.5178,18.9303,-672.2009,77,1.6772,-38.1016,19.15485143661499,0.0,283.2486
37.2608,19.2915,-671.5829,76,-0.7269,-40.249,19.202860116958618,0.0,284.0701
35.9965,19.7383,-670.9938,76,-1.0427,-40.1711,19.23386573791504,0.0,285.1866
34.7323,20.1852,-670.4047,76,-4.9828,-43.371,19.283874034881592,0.0,288.3866
33.5275,20.7981,-669.8191,73,-7.7699,-46.2832,19.31287932395935,0.0,290.3621
32.2913,21.3815,-669.2634,73,-7.9955,-46.6015,19.35838747024536,0.0,292.3976
31.0198,21.9234,-668.7402,74,-7.2647,-46.6827,19.390892505645752,0.0,294.3136
29.7314,22.4172,-668.2414,75,-8.1833,-46.0523,19.439401388168335,0.0,294.8896
28.4186,22.8624,-667.7712,75,-8.3376,-45.7448,19.472912549972534,0.0,296.0416
27.0727,23.2582,-667.3354,77,-10.8043,-45.7136,19.53141736984253,0.0,297.7696
25.6865,23.6025,-666.9401,78,-13.3324,-45.9139,19.56342339515686,0.0,299.9988
24.2677,23.8937,-666.5829,79,-16.7168,-46.3714,19.592929363250732,0.0,302.2406
22.824,24.1319,-666.2609,80,-22.852,-47.0668,19.642936944961548,0.0,304.4901
21.3563,24.3169,-665.9753,81,-26.5338,-47.7582,19.68594479560852,0.0,306.7476
19.8651,24.4489,-665.7277,82,-28.8491,-48.4388,19.718950271606445,0.0,309.0129
18.3511,24.5277,-665.5198,83,-29.6174,-49.1066,19.749955892562866,0.0,311.2861
16.815,24.5535,-665.3531,84,-30.0563,-49.7582,19.796963930130005,0.0,313.5672
15.2578,24.5261,-665.2295,85,-32.3126,-50.3965,19.84297227859497,0.0,315.8562
13.6803,24.4461,-665.1503,86,-33.4358,-51.0261,19.874478101730347,0.0,318.1532
12.0837,24.3136,-665.1175,86,-34.3086,-51.6363,19.920985460281372,0.0,320.4581
10.4691,24.1284,-665.1324,87,-34.2259,-52.2403,19.95149064064026,0.0,322.7709
8.8377,23.8906,-665.1969,88,-32.9936,-52.8293,19.982996702194214,0.0,325.0919
7.1911,23.6002,-665.3124,89,-31.3577,-53.4071,20.030513525009155,0.0,327.4208
5.5305,23.2572,-665.4807,90,-29.5172,-53.9733,20.09151601791382,0.0,329.7576
3.8577,22.8616,-665.7032,91,-27.4192,-54.5248,20.122520446777344,0.0,332.1025
2.1744,22.4134,-665.9816,92,-25.3973,-55.0651,20.168529510498047,0.0,334.4553
0.4823,21.9126,-666.3172,93,-23.4417,-55.5968,20.200034141540527,0.0,336.8162
-1.2165,21.3591,-666.7117,94,-21.5133,-56.111,20.231040000915527,0.0,339.185
-2.9202,20.753,-667.1663,95,-20.0809,-56.6214,20.26254677772522,0.0,341.5619
-4.6264,20.0944,-667.6824,96,-21.4105,-57.1167,20.324057817459106,0.0,343.9468
-6.3329,19.3831,-668.2612,98,-20.836,-57.6061,20.35556125640869,0.0,346.3397
-8.0373,18.6192,-668.9037,99,-22.1096,-58.0839,20.386066913604736,0.0,348.7407
-9.7617,18.218,-669.6121,101,-24.0992,-58.817,20.43257713317871,0.0,351.1496
-11.4578,18.1753,-670.3907,101,-23.8111,-58.9076,20.479584455490112,0.0,353.5666
-13.1263,18.1558,-671.1902,100,-24.3749,-62.646,20.5255925655365,0.0,358.2467
-14.7442,18.1248,-672.0979,100,-21.4731,-61.1056,20.556597232818604,0.0,0.3996
-16.312,18.0218,-673.106,101,-18.8813,-58.4199,20.587602615356445,0.0,1.1621
-17.8264,17.8158,-674.2063,101,-17.3979,-56.8113,20.633610486984253,0.0,2.8101
-19.286,17.5262,-675.3923,102,-16.0267,-55.0826,20.68061900138855,0.0,4.1779
-20.693,17.454,-676.6588,102,-14.8605,-54.0897,20.71212410926819,0.0,6.0813
-22.0412,17.4173,-677.9991,103,-13.5005,-52.6943,20.743130207061768,0.0,7.5286
-23.3316,17.3564,-679.4087,103,-13.0503,-52.4353,20.805140495300293,0.0,9.9605
-24.5625,17.2511,-680.8845,104,-11.6977,-51.0735,20.835145711898804,0.0,11.2453
-25.7317,17.1042,-682.4222,105,-9.9695,-49.4907,20.8666512966156,0.0,12.2424
-26.8412,16.9985,-684.021,105,-8.8233,-48.1102,20.91315984725952,0.0,13.351
-27.8938,16.8195,-685.6698,106,-7.3947,-47.1244,20.944164752960205,0.0,14.5702
-28.8888,16.6085,-687.3688,107,-5.431,-45.3806,20.999674081802368,0.0,15.0242
-29.8291,16.3952,-689.1142,107,-3.3862,-43.3861,21.045682191848755,0.0,15.0746
-30.702,16.2582,-690.8915,107,-1.2304,-41.2302,21.079188346862793,0.0,15.0746
-31.5075,16.2038,-692.6951,107,0.858,-39.1419,21.11269474029541,0.0,15.0746
-32.2356,16.201,-694.5193,106,3.1664,-36.8335,21.14620018005371,0.0,15.0746
-32.9568,16.1101,-696.3464,106,3.0122,-36.7454,21.186207056045532,0.0,15.2052
-33.6714,15.9663,-698.1761,106,2.6362,-37.2692,21.249718189239502,0.0,15.937
-34.3795,15.8295,-700.0096,106,2.6651,-37.2314,21.280723333358765,0.0,16.1142
-35.1038,15.7976,-701.7887,104,1.2503,-38.4869,21.312729358673096,0.0,16.3355
-35.805,15.8155,-703.6084,106,1.2514,-38.1665,21.36023736000061,0.0,17.0928
-36.4965,15.806,-705.434,106,0.7802,-38.8716,21.39024305343628,0.0,18.1246
-37.1844,15.7595,-707.2606,106,0.4839,-39.2936,21.425248861312866,0.0,18.6584
-37.8557,15.6612,-709.0915,106,0.5699,-39.3626,21.468756437301636,0.0,19.2258
-38.5131,15.5104,-710.9178,105,0.7944,-39.1238,21.514764547348022,0.0,19.3267
-39.1566,15.3069,-712.7393,105,1.0416,-38.9056,21.547271013259888,0.0,19.4493
-39.7829,15.0509,-714.5646,104,0.013,-38.9651,21.60928201675415,0.0,20.0253
-40.3877,14.7423,-716.4047,105,-2.1209,-39.3719,21.64078664779663,0.0,21.1773
-40.9689,14.3811,-718.2634,105,-4.2788,-39.866,21.68679451942444,0.0,22.502
-41.5258,13.9673,-720.1406,106,-7.5353,-40.3525,21.719801425933838,0.0,23.8282
-42.0579,13.5009,-722.0361,107,-10.9637,-40.8351,21.7488055229187,0.0,25.1559
-42.5645,12.9819,-723.9501,107,-15.1904,-41.3092,21.79581379890442,0.0,26.4852
-43.0448,12.4103,-725.8822,108,-18.749,-41.778,21.828819751739502,0.0,27.8161
-43.4984,11.7861,-727.8324,108,-21.8176,-42.2411,21.874327182769775,0.0,29.1486
-43.9245,11.1093,-729.8002,109,-22.8865,-42.7012,21.90533447265625,0.0,30.4827
-44.3225,10.3799,-731.7856,110,-24.0199,-43.1537,21.95234179496765,0.0,31.8184
-44.6918,9.5979,-733.7883,110,-23.1169,-43.6021,21.982847452163696,0.0,33.1557
-45.0315,8.7633,-735.8082,111,-22.2129,-44.0434,22.0293550491333,0.0,34.4947
-45.3411,7.8761,-737.8447,112,-21.3074,-44.4785,22.06186079978943,0.0,35.8354
-45.6198,6.9363,-739.8978,112,-20.3957,-44.9093,22.106868267059326,0.0,37.1778
-45.867,5.9438,-741.9672,113,-19.4746,-45.3322,22.153878688812256,0.0,38.5218
-46.0819,4.9059,-744.0524,113,-18.5494,-45.7528,22.199384212493896,0.0,39.8677
-46.3209,4.8734,-746.043,109,-19.5117,-47.485,22.215386867523193,0.0,40.6375
-46.512,4.2456,-748.185,116,-16.0831,-45.9287,22.277397632598877,0.0,40.8314
-46.6417,4.052,-750.2965,115,-13.59,-41.339,22.32390832901001,0.0,37.8252
-46.7191,3.8263,-752.4265,115,-11.7708,-35.4102,22.35491180419922,0.0,33.3281
-46.7831,3.5508,-754.5387,114,-10.5232,-33.8282,22.401419639587402,0.0,32.0944
-46.8234,3.2282,-756.6271,113,-9.478,-31.971,22.43192481994629,0.0,30.8637
-46.8415,2.8608,-758.6915,112,-8.2101,-30.1361,22.463430404663086,0.0,29.6342
-46.8391,2.4497,-760.7319,110,-6.9745,-28.3375,22.52544140815735,0.0,28.4055
-46.8132,2.7526,-762.6293,103,-5.808,-26.3972,22.556446313858032,0.0,27.1783
-46.7256,2.6182,-764.5878,106,-3.5882,-23.3912,22.602955102920532,0.0,25.9521
-46.6782,2.5764,-766.54,106,-4.2932,-20.1348,22.633960962295532,0.0,21.526
-46.6327,2.4929,-768.4378,103,-3.6394,-15.5357,22.680468559265137,0.0,16.9082
-46.566,2.279,-770.3099,101,-2.5399,-13.0641,22.710973739624023,0.0,15.1051
-46.4755,2.0223,-772.1628,100,-1.2796,-10.505,22.75798225402832,0.0,13.302
-46.3627,1.7502,-773.9977,100,0.1563,-7.982,22.803990125656128,0.0,11.4988
-46.2278,1.5215,-775.8202,99,1.4342,-5.4616,22.835495471954346,0.0,9.6957
-46.0731,1.386,-777.6387,99,2.9461,-3.0305,22.877503156661987,0.0,7.8926
-45.8904,1.3284,-779.4506,99,4.3933,-0.3309,22.908008813858032,0.0,6.0894
-45.7529,1.3064,-781.2679,99,3.3811,-0.5543,22.953516483306885,0.0,4.88
-45.6664,1.3211,-783.0839,98,2.0698,-0.9413,22.985522270202637,0.0,3.6706
-45.6179,1.3861,-784.9039,99,1.0415,-0.9361,23.03202986717224,0.0,2.4612
-45.6194,1.5438,-786.7129,98,-0.4844,-1.2979,23.061535358428955,0.0,1.2517
-45.6402,1.7084,-788.5266,98,-1.0508,-1.0508,23.10904335975647,0.0,0.394
-45.6508,1.8391,-790.3441,98,-0.7307,-0.7307,23.158552408218384,0.0,0.394
-45.6464,1.9189,-792.171,99,-0.2554,-0.2554,23.18705677986145,0.0,0.394
-45.6447,2.0031,-793.9957,99,-0.34,-0.34,23.237565755844116,0.0,0.394
-45.6463,2.0733,-795.8197,99,-0.4459,-0.4459,23.27957320213318,0.0,0.394
-45.6478,2.1432,-797.6415,99,-0.4404,-0.4405,23.313079595565796,0.0,0.394
-45.6394,2.2534,-799.4641,99,-0.159,-0.1306,23.361088037490845,0.0,0.394
-45.6269,2.3209,-801.2896,99,-0.0556,-0.0466,23.391592979431152,0.0,0.4386
-45.6156,2.3624,-803.1152,99,-0.1014,-0.081,23.438101291656494,0.0,0.4386
-45.6027,2.3765,-804.9459,99,-0.0564,-0.036,23.469606637954712,0.0,0.4386
-45.5929,2.4123,-806.773,99,-0.2425,-0.1309,23.513614416122437,0.0,0.4386
-45.5916,2.4165,-808.5593,97,-0.7273,-0.551,23.56212306022644,0.0,0.5921
-45.5767,2.4159,-810.3871,99,-0.4666,-0.3027,23.578125715255737,0.0,0.7684
-45.5258,2.3622,-812.2161,99,-0.684,-0.1762,23.641636848449707,0.0,1.7707
-45.4366,2.3052,-814.0427,99,-1.6802,-0.1841,23.68814492225647,0.0,2.9801
-45.305,2.1904,-815.8668,99,-1.751,-0.0608,23.718650579452515,0.0,4.1895
-45.1369,2.0608,-817.6857,99,-1.3212,-0.1208,23.764158010482788,0.0,5.3989
-44.9346,1.941,-819.5015,99,-0.2876,-0.241,23.781161308288574,0.0,6.5994
-44.739,1.8757,-821.3123,99,-0.4972,-0.5257,23.827669143676758,0.0,6.6915
